名称,总价,单价,地址,信息,标签
高新区 西城逸景 精装拎包即住,58万,"6,312元/平",西城逸景 -盐都商圈,2室2厅 | 91.9平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,VR看装修/随时看房
金贸花园大二房高楼层拎包住88.52平49.8万,42.8万,"4,836元/平",金贸花园 -海华商圈,2室2厅 | 88.52平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,VR看装修/随时看房
悦达889旁    万科翡翠国际  精装大三房  带车位,180万,"15,255元/平",万科悦达翡翠国际 -富康路商圈,3室2厅 | 118平米 | 南 | 精装 | 高楼层(共14层)  | 板楼,VR看装修
宏都花园 4室2厅 南,108万,"7,658元/平",宏都花园 -聚龙湖商圈,4室2厅 | 141.03平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,VR房源/随时看房
鹿鸣华庄 小面积2房 精装 看房方便,89.9万,"15,565元/平",鹿鸣华庄 -宝龙商圈,2室1厅 | 57.76平米 | 北 | 精装 | 中楼层(共17层)  | 板塔结合,VR看装修
东宝龙旁 红星海河天铂 精装3房 新小区,77万,"7,892元/平",红星海河湾天铂 -亭湖商圈,3室2厅 | 97.57平米 | 南 北 | 精装 | 高楼层(共14层)  | 板楼,VR看装修/随时看房
万达 明新半岛旁 中间楼层 洋房楼层 全天采光,90.8万,"7,698元/平",西城逸品 -潘黄商圈,3室2厅 | 117.96平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,VR看装修/随时看房
钱江方洲北区，采光好，精装修，诚心出售,218.8万,"14,329元/平",钱江方洲北区 -宝龙商圈,4室2厅 | 152.7平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,VR房源
6层真洋房 视野采光均佳 配套设施齐全 品质小区,259.8万,"18,323元/平",晶都悦府 -中南商圈,4室2厅 | 141.79平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,VR房源/随时看房
神州路旁 精装三房 看房方便 满五唯一税少 看中可谈,105万,"8,678元/平",恒大名都 -麦德龙商圈,3室2厅 | 121平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,VR看装修
师范学院旁 大平层 三大阳台 精装 大金空调加地暖新风,155万,"8,708元/平",高教公寓 -盐城会展中心商圈,5室2厅 | 178平米 | 东 | 精装 | 高楼层(共20层)  | 塔楼,VR看装修/随时看房
聚亨路 凤鸣缇香 好户型 带地暖 采光视野好 寻有缘人,152万,"11,847元/平",凤鸣缇香 -聚龙湖商圈,3室2厅 | 128.31平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,VR房源/随时看房
房子中间楼层，精装修，采光不挡，,93.8万,"9,277元/平",金水湾 -东台市,2室2厅 | 101.12平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,VR看装修
房子朝阳户型中楼层，视野宽阔，采光充足，看房方便。,50万,"5,682元/平",环苑小区 -招商场商圈,2室2厅 | 88平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,VR看装修
碧桂园珺悦府南北通风，房间朝阳，采光好无遮挡,129.8万,"10,817元/平",碧桂园珺悦府 -亭湖高中商圈,3室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,VR看装修/随时看房
华厦绿城精装大三房 装修清爽拎包入住 好楼层,99万,"7,910元/平",华厦绿城 -聚龙湖商圈,3室2厅 | 125.16平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,VR看装修
聚龙湖 品质小区 凤鸣缇香 7楼大三房保养好 看房可约,161.8万,"12,658元/平",凤鸣缇香 -聚龙湖商圈,4室2厅 | 127.83平米 | 南 北 | 精装 | 低楼层(共24层)  | 板楼,VR看装修
馨德苑小区 3室2厅 南,55万,"5,730元/平",馨德苑小区 -潘黄商圈,3室2厅 | 96平米 | 南 | 毛坯 | 高楼层(共20层)  | 暂无数据,VR看装修
滨河人家，毛坯3房，带电梯，楼层好，诚心卖,83万,"6,032元/平",滨河人家 -富康路商圈,3室2厅 | 137.61平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 塔楼,VR看装修/随时看房
串东 聚龙湖商圈 恒大帝景 二次装修 视野开阔,102万,"9,108元/平",恒大帝景 -聚龙湖商圈,3室2厅 | 111.99平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,VR看装修/随时看房
此房采光好，视野好，楼层好，精装拎包入住,99万,"10,050元/平",中南世纪城景城一期 -中南商圈,3室2厅 | 98.51平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,VR看装修/随时看房
聚龙湖商圈！临靠欧风花街！交通便捷！配套齐全！,126万,"10,644元/平",观湖名邸 -聚龙湖商圈,3室2厅 | 118.38平米 | 南 北 | 精装 | 低楼层(共24层)  | 塔楼,VR看装修/随时看房
聚龙湖商圈 小高层边户 有车库双叶家具 中上好楼层,128万,"10,623元/平",瑞尔花园 -聚龙湖商圈,3室2厅 | 120.5平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,VR看装修
城南新弄里旁 橡树湾 中上楼层  边户 采光好 户型通透,99万,"10,865元/平",橡树湾 -中南商圈,3室1厅 | 91.12平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,VR看装修/随时看房
此房楼层好，双阳台， 户型方正,68万,"6,931元/平",绿地香港·理想城 -亭湖商圈,3室2厅 | 98.12平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,VR看装修/随时看房
张庄精装修三房 户型方正 楼层好 采光足 诚心出售,59.8万,"5,807元/平",金都华城 -张庄商圈,3室1厅 | 102.98平米 | 南 北 | 精装 | 高楼层(共10层)  | 板塔结合,VR看装修/随时看房
新弄里旁 有地暖空调 拎包即住 满二年 诚心出售,139.8万,"10,094元/平",中南世纪城五期 -中南商圈,4室2厅 | 138.5平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,VR看装修
城南，中南三期康城，大2房，清爽装修，96平，96万,98万,"10,213元/平",中南世纪城康城三期 -中南商圈,2室2厅 | 95.96平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,VR看装修
精选好房，三室两厅，采光也是很不错的,135万,"9,829元/平",创元金域花苑 -麦德龙商圈,3室2厅 | 137.35平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,VR看装修
出售吾悦南区好楼层三室两厅两卫有车位，房东诚心出售,129万,"10,049元/平",吾悦和府南区 -东台市,3室2厅 | 128.38平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,VR看装修/随时看房
此房满两年，房东诚心置换，小区很安静，生活惬意,53.6万,"8,646元/平",金都华府 -麦德龙商圈,2室1厅 | 62平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,VR看装修/随时看房
城西南 精装二房 金域华府 房东诚售 总价低刚需,79.8万,"9,190元/平",创元金域花苑 -麦德龙商圈,2室1厅 | 86.84平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,VR房源
城东宝龙旁红星海河湾，精装四房，楼层好采光好。,99.8万,"8,387元/平",红星海河湾天铂 -亭湖商圈,4室2厅 | 119平米 | 南 北 | 精装 | 中楼层(共14层)  | 板楼,VR看装修
鹿鸣华庄 小面积2房 精装 看房方便,89.9万,"15,565元/平",鹿鸣华庄 -宝龙商圈,2室1厅 | 57.76平米 | 北 | 精装 | 中楼层(共17层)  | 板塔结合,VR看装修
急售！！！ 东景山品质小区荣润麒麟府 四房双卫,129.8万,"10,031元/平",荣润麒麟府 -富康路商圈,4室2厅 | 129.4平米 | 南 | 毛坯 | 低楼层(共14层)  | 板楼,VR看装修/随时看房
长坝锦海家园 3室2厅 南,78万,"7,073元/平",长坝锦海家园 -双元西路商圈,3室2厅 | 110.29平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,VR看装修/随时看房
城南新弄里旁 中南六期 136平四房两厅 毛坯可自主装修,149.8万,"11,015元/平",中南世纪城6期悦城 -中南商圈,4室2厅 | 136平米 | 南 | 毛坯 | 33层  | 板楼,VR看装修/随时看房
城南聚龙湖商圈城南印象花园顶楼复式精装4房有车库,89万,"7,803元/平",城南印象花园 -聚龙湖商圈,4室3厅 | 114.06平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,VR房源/随时看房
城东宝龙旁  红星海河湾  三房双卫 低总价 刚需上车,79万,"8,091元/平",红星海河湾天铂 -亭湖商圈,3室2厅 | 97.64平米 | 南 | 精装 | 低楼层(共13层)  | 板楼,VR看装修/随时看房
月湖花城多层高得房率 满五唯一税费低 随时看房户型好,105万,"10,385元/平",月湖花城 -潘黄商圈,3室2厅 | 101.11平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,VR看装修
房龄新，楼层佳，采光充足，视野宽阔,105万,"7,943元/平",荣悦华府 -中南商圈,3室2厅 | 132.2平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板楼,VR看装修/随时看房
品质小区 悦达悦珑湾 毛坯 双阳台双卫 诚心出售,158万,"11,140元/平",悦达悦珑湾 -五星车站商圈,3室1厅 | 141.84平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板楼,VR房源/随时看房
高教公寓全新装修开窗见湖采光好诚心出售,99.8万,"7,709元/平",高教公寓 -盐城会展中心商圈,3室1厅 | 129.46平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,VR看装修/随时看房
城南聚龙湖中南商圈恒荣世家精装3房有车库拎包入住,119.8万,"9,170元/平",恒荣世家 -聚龙湖商圈,3室2厅 | 130.65平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,VR看装修/随时看房
中南世纪城五期 精装4房 拎包入住 多一个房间,138万,"12,000元/平",中南世纪城五期 -中南商圈,4室2厅 | 115平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,VR看装修
新弄里旁  中南世纪城6期  四房两厅两卫,159万,"12,869元/平",中南世纪城6期悦城 -中南商圈,4室2厅 | 123.56平米 | 南 | 精装 | 20层  | 板楼,VR房源/随时看房
城西南神州路精装3房几乎未住过楼层好看房方便,99.9万,"9,250元/平",恒大名都 -麦德龙商圈,3室2厅 | 108平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,VR房源/随时看房
金大洋好楼层 好户型 精装修 拎包即住,135万,"10,385元/平",金大洋花园 -潘黄商圈,3室2厅 | 130平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,VR看装修/随时看房
德润旁采光充足，视野开阔，诚心出售，交通便捷,55万,"6,248元/平",通新新村 -东台市,2室2厅 | 88.04平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,VR看装修
城南世茂璀璨星河首排精装四房，拎包入住,149.8万,"10,812元/平",世茂璀璨星河 -中南商圈,4室2厅 | 138.56平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,VR看装修/随时看房
城南 中南城旁 海德公园  精装三室 带地暖  满五唯一,120万,"9,961元/平",中庚海德公园 -中南商圈,3室2厅 | 120.47平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,VR看装修/随时看房
城南，精装，小三房，拎包入住，总价低，带车位车库。,89.8万,"9,762元/平",金辉城 -中南商圈,3室2厅 | 91.99平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,VR看装修/随时看房
碧水嘉苑北区 4室2厅 南,61万,"4,519元/平",碧水嘉苑北区 -盐都商圈,4室2厅 | 135平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,VR看装修/随时看房
圣桦宝龙北区洋房，小区环境好。业主诚心出售。,132万,"10,560元/平",圣桦宝龙世家 -富康路商圈,4室2厅 | 125平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,VR看装修/随时看房
新弄里旁  锦盛豪庭 精装两房 小区前排 无遮挡,69.8万,"8,026元/平",锦盛豪庭·北苑 -中南商圈,2室2厅 | 86.97平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼,VR看装修/随时看房
欧风花街 瑞尔花园 精装三房两厅 聚亨路,125万,"9,921元/平",瑞尔花园 -聚龙湖商圈,3室2厅 | 126平米 | 南 | 精装 | 中楼层(共14层)  | 板楼,VR房源/随时看房
城南 奥体玫瑰园B区 小高层 毛坯四房 采光好,120万,"9,231元/平",奥体玫瑰园B区 -中南商圈,4室2厅 | 130平米 | 西南 | 毛坯 | 中楼层(共18层)  | 板塔结合,VR看装修/随时看房
现代风格小高层 装修清爽 有地暖 满二年 有车位,145万,"10,111元/平",中庚海德公园 -中南商圈,4室2厅 | 143.41平米 | 南 | 精装 | 低楼层(共18层)  | 平房,VR看装修
城南聚龙湖商圈城南印象花园精装3房飞机户型有车库,78.8万,"8,256元/平",城南印象花园 -聚龙湖商圈,3室2厅 | 95.45平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,VR房源
串东 聚龙湖商圈 恒大帝景 二次装修 视野开阔,102万,"9,108元/平",恒大帝景 -聚龙湖商圈,3室2厅 | 111.99平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,VR看装修/随时看房
四季金辉 ，一梯一户，随意装修，采光好，视野好！,120.8万,"10,120元/平",四季金辉 -中南商圈,3室2厅 | 119.37平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,VR看装修/随时看房
滨河人家，毛坯3房，带电梯，楼层好，诚心卖,83万,"6,032元/平",滨河人家 -富康路商圈,3室2厅 | 137.61平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 塔楼,VR看装修/随时看房
逛公园不如住东园 香苑东园 精装四房 飞机户型 好楼层,225万,"13,814元/平",香苑东园 -中南商圈,4室2厅 | 162.88平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,VR房源
城南聚龙湖商圈中庚海德公园精装3房小高层拎包入住,160万,"12,356元/平",中庚海德公园 -中南商圈,3室2厅 | 129.5平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,VR房源
五星车站商圈师范 低总价两房 非顶楼,33万,"4,047元/平",新光育才小区 -五星车站商圈,3室1厅 | 81.55平米 | 西 | 简装 | 高楼层(共7层)  | 板楼,VR看装修/随时看房
此房采光好，视野好，楼层好，精装拎包入住,99万,"10,050元/平",中南世纪城景城一期 -中南商圈,3室2厅 | 98.51平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,VR看装修/随时看房
聚龙湖商圈！临靠欧风花街！交通便捷！配套齐全！,126万,"10,644元/平",观湖名邸 -聚龙湖商圈,3室2厅 | 118.38平米 | 南 北 | 精装 | 低楼层(共24层)  | 塔楼,VR看装修/随时看房
水街旁鑫业家园好楼层精装三房家具家电齐全带车库,68万,"6,416元/平",鑫业家园 -新河商业街商圈,3室2厅 | 106平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,VR房源/随时看房
月湖花城多层高得房率 满五唯一税费低 随时看房户型好,105万,"10,385元/平",月湖花城 -潘黄商圈,3室2厅 | 101.11平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,VR看装修
品质小区 悦达悦珑湾 毛坯 双阳台双卫 诚心出售,158万,"11,140元/平",悦达悦珑湾 -五星车站商圈,3室1厅 | 141.84平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板楼,VR房源/随时看房
房龄新，楼层佳，采光充足，视野宽阔,105万,"7,943元/平",荣悦华府 -中南商圈,3室2厅 | 132.2平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板楼,VR看装修/随时看房
高教公寓全新装修开窗见湖采光好诚心出售,99.8万,"7,709元/平",高教公寓 -盐城会展中心商圈,3室1厅 | 129.46平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,VR看装修/随时看房
农药厂小区 3室1厅 南 北,54万,"5,587元/平",农药厂小区 -射阳,3室1厅 | 96.66平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,VR房源/随时看房
"恒大帝景精装修好楼层,人车分流，配套齐全",114万,"9,369元/平",恒大帝景 -聚龙湖商圈,3室2厅 | 121.69平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,VR看装修/随时看房
中南魔力月光公寓，位置优秀，随时看房,24.2万,"7,334元/平",中南世纪城鼎城 -中南商圈,1室1厅 | 33平米 | 西 | 精装 | 中楼层(共25层)  | 塔楼,VR看装修/随时看房
上班族 老人养老  出门银行 酒店 菜场 一应俱有,29.9万,"5,890元/平",恒大名都 -麦德龙商圈,1室1厅 | 50.77平米 | 北 | 精装 | 低楼层(共29层)  | 塔楼,VR看装修/随时看房
聚龙湖新弄里 橡树湾 有地暖中 空调 好楼层 拎包即住,93万,"10,161元/平",橡树湾 -中南商圈,2室2厅 | 91.53平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,VR看装修/随时看房
东台悦达悦棠湾118平3室2厅2卫，前排阳光不错楼层好,78.6万,"6,689元/平",东台悦达悦棠湾 -东台市,3室2厅 | 117.51平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板塔结合,VR看装修/随时看房
城东宝龙旁红星海河湾，精装四房，楼层好采光好。,99.8万,"8,387元/平",红星海河湾天铂 -亭湖商圈,4室2厅 | 119平米 | 南 北 | 精装 | 中楼层(共14层)  | 板楼,VR看装修
宏都花园 4室2厅 南,108万,"7,658元/平",宏都花园 -聚龙湖商圈,4室2厅 | 141.03平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,VR房源/随时看房
鹿鸣华庄 小面积2房 精装 看房方便,89.9万,"15,565元/平",鹿鸣华庄 -宝龙商圈,2室1厅 | 57.76平米 | 北 | 精装 | 中楼层(共17层)  | 板塔结合,VR看装修
长坝锦海家园 3室2厅 南,78万,"7,073元/平",长坝锦海家园 -双元西路商圈,3室2厅 | 110.29平米 | 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,VR看装修/随时看房
房龄新，楼层佳，采光充足，视野宽阔,105万,"7,943元/平",荣悦华府 -中南商圈,3室2厅 | 132.2平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板楼,VR看装修/随时看房
品质小区 悦达悦珑湾 毛坯 双阳台双卫 诚心出售,158万,"11,140元/平",悦达悦珑湾 -五星车站商圈,3室1厅 | 141.84平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板楼,VR房源/随时看房
高教公寓全新装修开窗见湖采光好诚心出售,99.8万,"7,709元/平",高教公寓 -盐城会展中心商圈,3室1厅 | 129.46平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,VR看装修/随时看房
"恒大帝景精装修好楼层,人车分流，配套齐全",114万,"9,369元/平",恒大帝景 -聚龙湖商圈,3室2厅 | 121.69平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,VR看装修/随时看房
