园区名称,省份,城市,地区,详细地址,大约面积(亩),企业数
上犹电子商务创业孵化园,江西省,赣州市,上犹县,赣州市上犹县水南大道221号附近,-,22
上犹县丽美生态产业园东区,江西省,赣州市,上犹县,赣州市上犹县水岩乡太乙村山下一组,-,-
江西省氟盐化工产业基地,江西省,赣州市,会昌县,赣州市会昌县筠门岭镇九二工业园九二大道1号,2132,35
台商创业基地,江西省,赣州市,会昌县,206国道与创业路交叉口东南260米,115,41
会昌县电子商务孵化中心,江西省,赣州市,会昌县,赣州市会昌县麻州工业园,-,-
阳光国际汽车城,江西省,赣州市,会昌县,赣州市会昌县文武坝镇环城南路(师公岩路口),-,35
会昌县燕子窝工业园,江西省,赣州市,会昌县,赣州市会昌县九二大道与黄上段交叉口东100米,-,7
宁都县童装智造产业园2期,江西省,赣州市,宁都县,田头路,217,216
宁都县童装智造产业园,江西省,赣州市,宁都县,竹笮乡魏屋排,205,24
宁都县工业园(宁都水东工业园),江西省,赣州市,宁都县,赣州市宁都县翠岗路与阳都西路交叉口西北100米,37,106
星布斯科技园,江西省,赣州市,宁都县,赣州市宁都县翠岗路与易堂路交叉路口往北约150米,31,-
亿豪创业园,江西省,赣州市,宁都县,莲花北路与易堂路交叉口北20米,6,-
安远县电商产业园,江西省,赣州市,安远县,赣州市安远县欣山镇223省道,153,86
得辉达科技园,江西省,赣州市,安远县,赣州市安远县三百山大道与火焰山路交叉路口往东约110米,142,4
安远孔田电商文化创业园,江西省,赣州市,安远县,G238与魏村健走步道交叉路口往东北约60米,142,-
安远县电子信息产业园,江西省,赣州市,安远县,赣州市安远县发达路与兴旺路交叉路口往东北约180米,119,52
版石工业园,江西省,赣州市,安远县,赣州市安远县版石镇,41,67
过埠工业园,江西省,赣州市,崇义县,赣州市崇义县过埠镇,155,-
英熊科普园,江西省,赣州市,崇义县,横水镇左溪村猪肚子,-,-
崇义电子商务创业孵化园,江西省,赣州市,崇义县,赣州市崇义县横水镇牛角河环城路,-,6
九江出口加工区,江西省,九江市,濂溪区,九江市濂溪区综合工业园,1270,34
九江天禧国际商业中心,江西省,九江市,濂溪区,浔南大道8号,369,6705
中船九江国防电子信息装备产业园,江西省,九江市,濂溪区,九江市濂溪区长江大道与安平路交叉口东南约20米,245,18
九江经济开发区汽车工业园电子产业园,江西省,九江市,濂溪区,九江市濂溪区电子产业园配套2号,192,214
九江鼎豪建筑材料加工园,江西省,九江市,濂溪区,九江市濂溪区前进东路781号,183,8
顺信物流园,江西省,九江市,濂溪区,九江市濂溪区南山路388号,125,109
万利通(九江)电镀集控园区,江西省,九江市,濂溪区,九江市濂溪区沙河街镇九江出口加工区区外三宝路,117,15
九江数字经济产业园,江西省,九江市,濂溪区,科技二路与生态一路交叉口西北180米,98,1003
刘家塘创业基地,江西省,九江市,濂溪区,九江市濂溪区濂溪区九园路7号,67,2
己瑞科技园,江西省,九江市,濂溪区,九江市濂溪区安顺路8号,45,33
九江颐高电子商务产业园,江西省,九江市,濂溪区,九江市濂溪区濂溪大道77号,45,159
万佳科技园,江西省,九江市,濂溪区,九江市濂溪区长江大道与九园路交叉口东南方向90米,43,33
九江市濂溪区新港镇产业孵化园,江西省,九江市,濂溪区,纬零路与连接路交叉口东400米,39,9
九江经济技术开发区,江西省,九江市,濂溪区,九江市濂溪区九瑞大道,35,50
大学生创新创业孵化基地,江西省,九江市,濂溪区,九江市濂溪区十里大道890号附近,2,1
九江海淘跨境电子商务产业园,江西省,九江市,濂溪区,九江经济技术开发区汽车工业园电子产业园9号,-,-
中国(九江)跨境电子商务综合试验区,江西省,九江市,濂溪区,顺意路与安平路和平路西南180米,-,28
柴桑区经济开发区,江西省,九江市,濂溪区,锦绣大道,-,-
九江国家出口加工区(区外),江西省,九江市,濂溪区,九江市濂溪区柴桑区汇源路5号,-,4
城东港区,江西省,九江市,濂溪区,九江市濂溪区洪垅路与陶埠大道交叉口西约140米,-,13
碳孵青年创业(经开区)基地,江西省,九江市,濂溪区,九江市濂溪区九瑞大道242号亿达蓝湾1栋,-,61
九江市现代纺织工业基地,江西省,九江市,濂溪区,九江市濂溪区香积大道与白鹿大道交叉口东南约40米,-,-
京东城市长江经济带(九江)数字经济产业园,江西省,九江市,濂溪区,九江市濂溪区鄱阳湖生态科技城,-,34
金时众创空间,江西省,九江市,濂溪区,长虹西大道,-,5
濂溪区创业孵化基地,江西省,九江市,濂溪区,九江市濂溪区长江大道1649号,-,13
鄱阳湖生态科技城,江西省,九江市,濂溪区,九江市濂溪区濂溪大道与琴湖大道交汇处,-,34
九江学院大学生创业孵化园,江西省,九江市,濂溪区,九江市濂溪区山谷大道,-,162
九江市轻化集团小微企业创业园,江西省,九江市,濂溪区,九江市濂溪区X175与纵一路交叉口西南方向150米,-,19
九江市濂溪区生态工业城,江西省,九江市,濂溪区,木樨路与建设路交叉口南160米,-,-
京东智联云长江经济带(九江)数字经济产业园,江西省,九江市,濂溪区,九江市濂溪区鄱阳湖生态科技城2楼,-,-
九江跨境电子商务产业园,江西省,九江市,濂溪区,九江市濂溪区柴桑区锦绣大道,-,4
九江正捷电子产业园区,江西省,九江市,濂溪区,九江市濂溪区安平路与顺达路交叉路口往南约50米,-,-
九江学院大学科技园,江西省,九江市,濂溪区,九江市濂溪区前进东路551号九江学院内,-,162
绿冬智能制造产业园,江西省,九江市,濂溪区,九江市濂溪区汇源路与天池路交叉路口往南约150米,-,8
九动文化创意产业园,江西省,九江市,濂溪区,九江市濂溪区十里大道1889号,-,-
九江职业技术学院大学生科技园,江西省,九江市,濂溪区,九江市濂溪区十里大道886号,-,2
龙门食品工业区,江西省,九江市,濂溪区,九江市濂溪区九莲南路与041乡道交叉口西200米,-,-
九江姑塘化纤纺织循环经济产业园,江西省,九江市,濂溪区,九江市濂溪区020乡道东50米,-,-
濂溪区生态工业城,江西省,九江市,濂溪区,九江市濂溪区莲花镇,-,80
联盛大市场电商产业园,江西省,九江市,濂溪区,九江市濂溪区规划二路888号,-,-
赤湖工业园,江西省,九江市,柴桑区,九江市柴桑区长坪大道与055乡道交叉口西100米,2574,99
华林特钢集团模具钢产业园,江西省,九江市,柴桑区,兴业大道西北侧,955,1
九江综合保税区,江西省,九江市,柴桑区,修水路与港城大道交叉口东北180米,862,92
九江赤湖智能家具产业园,江西省,九江市,柴桑区,通江东路,627,26
博莱食品产业园,江西省,九江市,柴桑区,九江市柴桑区柴桑区S212,540,5
九江昌河汽车新能源基地,江西省,九江市,柴桑区,九江市柴桑区永安乡九江市经济技术开发区港兴路,532,-
城西港港兴路中部LED产业园,江西省,九江市,柴桑区,港兴路与港城大道交叉口南480米,514,2
九江西港智慧产业园,江西省,九江市,柴桑区,九江市柴桑区柴桑区柴桑区S304(九瑞大道),489,337
瑞智科技产业园,江西省,九江市,柴桑区,九江市柴桑区九江市开发区城西港区春江路15号,476,2
九江新兴产业双创示范基地,江西省,九江市,柴桑区,九江市柴桑区柴桑区港兴路,439,55
中船海洋装备产业园,江西省,九江市,柴桑区,九江市柴桑区石牛路30号,261,3
九江光电产业园,江西省,九江市,柴桑区,港兴路南50米,168,27
乐途科技园,江西省,九江市,柴桑区,九江市柴桑区官湖路,167,11
国科集团九江科研生产基地,江西省,九江市,柴桑区,官湖路29号,138,2
柴桑科创园·数谷,江西省,九江市,柴桑区,富阳路,112,98
凡达科技园,江西省,九江市,柴桑区,九江市柴桑区通江西路,91,-
柴桑区科创园,江西省,九江市,柴桑区,九江市柴桑区港湖大道与０５５乡道交叉口西北约60米,79,-
九江宝顺电商快递产业园,江西省,九江市,柴桑区,老港兴路33号,72,5
慧明科技园,江西省,九江市,柴桑区,九江市柴桑区兴业路6号,64,3
九江恒通电子产业园,江西省,九江市,柴桑区,九江市柴桑区柴桑区开发区城西港兴路18路,56,1
飞存产业园,江西省,九江市,柴桑区,爱国路,56,-
本兴科技园,江西省,九江市,柴桑区,九江市柴桑区港城大道29号,46,2
灏谷科技(柴桑)智能制造科技园,江西省,九江市,柴桑区,九江市柴桑区庐山北路138号,34,15
柴桑区赤湖工业园(管理局),江西省,九江市,柴桑区,兴业大道与长兴路交叉口东北60米,22,383
九江创新科技产业园,江西省,九江市,柴桑区,九江市柴桑区柴桑区沙城工业园富阳大道,19,-
九江八里湖数字经济产业园(建设中),江西省,九江市,柴桑区,八里湖大道与青荷路交叉处,-,-
一帆数科产业园,江西省,九江市,柴桑区,庐山北路数字街终极幻境3楼,-,1
沙河开发区,江西省,九江市,柴桑区,庐山北路与悠然路中山北路东北120米,-,23
九江联东U谷,江西省,九江市,柴桑区,九江市柴桑区九瑞大道与石牛路交汇处,-,-
柴桑数字经济产业园,江西省,九江市,柴桑区,九江市柴桑区泉塘小区C(柴桑路)10/1112号二楼,-,8
九江港口岸城西港区,江西省,九江市,柴桑区,九江市柴桑区柴桑区滨港路,-,-
沙河经济技术开发区青年创业基地,江西省,九江市,柴桑区,沙河经济技术开发区,-,-
长江科技孵化园,江西省,九江市,柴桑区,九江市柴桑区兴业大道,-,-
国家级九江出口加工区,江西省,九江市,柴桑区,九江市濂溪区濂溪区汇源路5号,-,3
沙城工业园,江西省,九江市,柴桑区,九江市柴桑区柴桑区庐山东路10号,-,328
默森环境产业园,江西省,九江市,柴桑区,九江市柴桑区官湖路18号正北方向110米,-,4
华中国际木业产业园1区,江西省,九江市,瑞昌市,九江市瑞昌市码头镇沿江大道与瑞码大道交叉口东北方向1500米路北,564,-
中部红木产业园,江西省,九江市,瑞昌市,禾木坊家具有限公司北侧90米,348,6
中国九江国际商贸城,江西省,九江市,瑞昌市,市场南路与世纪大道交叉口西南100米,343,56
中林大家居智能体验馆,江西省,九江市,瑞昌市,九江市瑞昌市瑞码大道,276,-
智造小镇赤乌园,江西省,九江市,瑞昌市,九江市瑞昌市天华路,259,33
智造小镇·祥瑞园,江西省,九江市,瑞昌市,天华路与铜城路交叉口西南240米,244,89
瑞昌市科技园·示范园,江西省,九江市,瑞昌市,赤乌东路与东环路交叉口东北100米,207,37
智造小镇·东关园,江西省,九江市,瑞昌市,九江市瑞昌市瑞码大道,176,27
林安综合商贸园,江西省,九江市,瑞昌市,九江市瑞昌市世纪大道,160,11
林安物流园,江西省,九江市,瑞昌市,九江市瑞昌市932乡道与G56杭瑞高速交叉口东北150米,156,118
华友创业园,江西省,九江市,瑞昌市,九江市瑞昌市赛湖农场,129,19
华中国际木业产业园,江西省,九江市,瑞昌市,九江市瑞昌市市南路,64,85
瑞昌市科技园,江西省,九江市,瑞昌市,九江市瑞昌市赤乌大道东侧,54,10
易通智能园,江西省,九江市,瑞昌市,九江市瑞昌市杨林湖大街与东环路交叉口西约160米,51,-
瑞昌市科技园·创业园,江西省,九江市,瑞昌市,东环路2号,36,13
瑞昌市科技园·乐业园,江西省,九江市,瑞昌市,东环路与赤乌东路交叉口西南180米,24,1
瑞昌市码头工业城,江西省,九江市,瑞昌市,瑞昌市码头镇镇南路华中二区北门东侧,-,114
瑞昌市小企业创业基地,江西省,九江市,瑞昌市,九江市瑞昌市立肇线与瑞南线交叉路口往西北约110米,-,-
香港绿心集团家具产业园,江西省,九江市,瑞昌市,沿江大道附近,-,-
华洵物流园,江西省,九江市,瑞昌市,南环路与西环南路交叉口西北40米,-,14
鑫丰配套产业园,江西省,九江市,瑞昌市,九江市瑞昌市九界线,-,-
中国林业集团木业家具产业园,江西省,九江市,瑞昌市,九江市瑞昌市镇南路,-,-
大德山江机创业小区,江西省,九江市,瑞昌市,九江市瑞昌市江州西路6214号附近,-,-
喜得龙工业园,江西省,九江市,瑞昌市,九江市瑞昌市黄金大道西100米,-,-
瑞昌市黄金工业园,江西省,九江市,瑞昌市,九江市瑞昌市东环路附近,-,55
林安国际商贸物流产业园,江西省,九江市,瑞昌市,九江市瑞昌市南环路168号附近,-,3
温州返乡创业园,江西省,九江市,修水县,九江市修水县莲塘大道18号,109,131
四都镇创业园,江西省,九江市,修水县,九江市修水县304省道东50米,92,2
昕豪科技园,江西省,九江市,修水县,九江市修水县宁州镇何家店加油站对面,66,1
修水县高新技术产业孵化园,江西省,九江市,修水县,创业大道10号,58,24
九江博顿科技园,江西省,九江市,修水县,何家店路东南30米,35,1
义乌工艺饰品产业园,江西省,九江市,修水县,九江市修水县宁州镇工业大道,21,13
吴都工业园,江西省,九江市,修水县,吴都大道与前进路交叉口西北260米,-,13
金丝皇菊修水何家店工业园,江西省,九江市,修水县,241省道北300米路东,-,-
太阳村石栏陂产业园,江西省,九江市,修水县,布甲乡,-,-
修水县机械制造返乡创业园,江西省,九江市,修水县,吴都大道与前行路交叉口西北140米,-,13
