名称,总价,每平方单价,小区名称,地址,房型,面积,朝向,楼层,建造时间
阳光四季6XX出售 石厦北正规三房 石厦中  ,718万,86507元/㎡,阳光四季,福田-石厦-石厦北一街5号,3室1厅1卫,83㎡,南,低层(共30层),2000年建造
新天鹅堡(一二期) 商品房 近医院 临地铁 房龄新,8000万,231770元/㎡,新天鹅堡(一二期),南山-华侨城-侨香路4261号,4室2厅3卫,345.17㎡,南北,中层(共42层),2017年建造
60平的大阳台，深圳一号少有的前排全海景户型，   ,6900万,220124元/㎡,深圳湾一号,南山-后海-中心路3008号,4室2厅4卫,313.46㎡,南,低层(共51层),2015年建造
公园环绕的家，福田榜上有名的热销楼盘，看房请私信随时安排,1092.5万,95000元/㎡,华富村,福田-华强北-华富路,3室1厅2卫,115㎡,南,中层(共50层),2023年建造
医疗配套成熟 临地铁 南北通透 小三居 精装修 正规商品房,465万,57493元/㎡,新洲花园,福田-新洲-滨河大道9001号,3室2厅1卫,80.88㎡,南北,中层(共8层),1993年建造
满五年 南北通透 安静看花园 诚心出售,820万,85658元/㎡,招商海月花园(一期),南山-后海-海月路43号,3室2厅2卫,95.73㎡,南北,中层(共7层),2003年建造
老乡业主换房已定  47X出 价格都可以谈的,598万,62769元/㎡,桃源村(二期),南山-桃源村-龙珠大道90号,3室2厅1卫,95.27㎡,南北,高层(共20层),2000年建造
前海港湾花园 5栋 楼龄新 临地铁 小三房 双卫 南北通透,678万,76240元/㎡,深物业前海港湾花园,南山-前海-月亮湾大道2007号,3室2厅2卫,88.93㎡,南北,高层(共33层),2017年建造
建业小区，业主诚心出售，可以看房,550万,90238元/㎡,建业南区(建业小区南区),福田-竹子林-农林路11号,3室2厅1卫,60.95㎡,南北,高层(共7层),1985年建造
翡翠名园 南北通3房 小高层带电梯 双地铁 彩光充足位置安静,780万,64061元/㎡,翡翠名园,福田-彩田村-彩田路,3室2厅2卫,121.76㎡,南北,低层(共10层),2000年建造
7号线地铁口精装修三房，税费低安静位置，方正户型诚心出售！,799万,86745元/㎡,桃源村(三期),南山-桃源村-龙珠八路8号,3室2厅1卫,92.11㎡,北,低层(共34层),2008年建造
精装4房，拎包入住，看小区花园景观,1700万,110663元/㎡,东海花园(一期),福田-香蜜湖-香林路28号,4室2厅3卫,153.62㎡,东北,高层(共18层),1997年建造
塘尾球场小区精装修，可拎包入住，楼层好采光好,72万,10286元/㎡,塘尾球场小区,光明-公明-塘尾路,3室2厅2卫,70㎡,南,中层(共13层),2018年建造
新降价，全新装修就一年，买来就可以直接入住，装修漂亮,436万,45130元/㎡,太阳新城,罗湖-布心-太白街4011号,3室2厅2卫,96.61㎡,南,低层(共24层),2002年建造
万科天誉2.0装修，看房方便，东南朝向，  单位,500万,57472元/㎡,万科天誉(二期),"龙岗-龙岗中心城-龙翔大道,近德政路",3室2厅2卫,87㎡,东南,中层(共40层),2017年建造
缤纷年华 小三居 满五 近医院 临地铁 双卫生间,938万,98210元/㎡,缤纷年华,南山-南头-艺园路30号,3室2厅2卫,95.51㎡,南,中层(共28层),2006年建造
平安大厦23年次新房，近90%超高使用率，带一个固定车位,1250万,97657元/㎡,佳兆业佳园,福田-福田中心区-中心二路1号,4室2厅2卫,128㎡,南北,低层(共30层),2024年建造
住在公园里的小区 氧离子足足的 户型方正 业主诚心出售 可看,550万,77640元/㎡,云顶翠峰(二期),福田-皇岗-富强路2016号,2室2厅1卫,70.84㎡,南北,低层(共32层),2003年建造
深物业金领 精装2房 业主诚心出售 价格可沟通,480万,73294元/㎡,深物业金领,福田-皇岗-福田南路40号,2室2厅1卫,65.49㎡,南,中层(共47层),2019年建造
近地铁 近医院 满五 电梯房 南北通透 正规商品房 动静分离,1000万,112626元/㎡,南天二花园,福田-百花-百花二路31号,3室2厅1卫,88.79㎡,南北,低层(共19层),1993年建造
福外大花园社区，精装三房两卫，南北通透，产权  ,580万,65910元/㎡,必好花园,福田-景田北-北环大道6003号,3室2厅2卫,88㎡,南北,高层(共8层),1995年建造
（新上）精装3房2卫，满五税费少，业主换房，价格可以见面谈,599万,63380元/㎡,颐林雅院,福田-上梅林-中康北路77号,3室2厅2卫,94.51㎡,南北,低层(共8层),2000年建造
深中麓园厅出阳台看小区花园景观满五年  业主换房诚心出售,388万,43596元/㎡,颐安麓园,龙岗-龙岗中心城-黄阁路,3室2厅2卫,89㎡,南北,中层(共32层),2018年建造
保利上城厅出阳台88平410万   楼层 装修保养好满五  ,410万,46554元/㎡,保利上城,龙岗-龙岗中心城-怡翠路202号,3室2厅2卫,88.07㎡,南,低层(共33层),2014年建造
520出！星河品质物业，看房方便，业主订房急，平安大厦旁,590万,61536元/㎡,星河雅居,福田-新洲-新洲九街273号,3室2厅2卫,95.88㎡,南北,低层(共33层),2001年建造
深中龙初 精装大四房 南北通双阳台 送35平 无遮挡采光好,655万,55317元/㎡,万科翰邻城,龙岗-龙岗中心城-龙平路28号,4室2厅2卫,118.41㎡,南北,中层(共30层),2013年建造
4字头可以谈，    盘！性价比  一套！满五年红本,598万,71140元/㎡,中信湾上六座花园,宝安-碧海湾-悦和路8号,2室2厅1卫,84.06㎡,东南,中层(共32层),2009年建造
华富村 商业配套齐全 朝南 电梯房 商品房 小三房 双卫格局,980万,98000元/㎡,华富村,福田-华强北-华富路,3室2厅2卫,100㎡,南,中层(共43层),2023年建造
换房急售！价格可谈！福田次新楼盘高层大三房，车位充足,719万,80696元/㎡,笔架山公馆,福田-上梅林-林园东路10号,3室2厅2卫,89.1㎡,南,高层(共33层),2014年建造
抄底  福外四房笋盘，业主参与以旧换新现在下调  诚心出售,580万,62935元/㎡,景田南住宅小区,福田-景田北-回雁路,4室2厅1卫,92.16㎡,南北,中层(共8层),1995年建造
潮汕老乡选择的小区！嘉麟豪庭大户型，业主诚心出售！,1030万,76348元/㎡,嘉麟豪庭,福田-福田中心区-深南大道2001号,4室2厅2卫,134.91㎡,西南,中层(共28层),2006年建造
商业配套齐全 双卫生间 正规商品房 精装好房 满五  ,500万,51760元/㎡,佳兆业可园(南区),布吉-百鸽笼-湖西路,4室2厅2卫,96.6㎡,东南,高层(共22层),2006年建造
万科云城西南精装 企业力荐好房诚意出售,700万,52337元/㎡,万科云城(一三期)万科云城,南山-西丽-创科路,5室2厅2卫,133.75㎡,南,中层(共44层),2014年建造
廊桥花园 商业配套成熟 精装修复式4房 急售 近地铁,900万,73076元/㎡,廊桥花园(皇御苑五期),福田-皇岗-皇岗路,4室2厅2卫,123.16㎡,南北,高层(共24层),2013年建造
客厅出大阳台，正规三房，满五年少税费，看小区花园安静,510万,69701元/㎡,凯丰花园,福田-上梅林-凯丰路8号,3室2厅1卫,73.17㎡,南北,中层(共18层),2008年建造
益田村3房 红本满五年 送大路台 看房有方便。,536万,58908元/㎡,益田村,福田-益田村-益田路,3室2厅1卫,90.99㎡,南北,低层(共24层),2002年建造
幸福里 电梯房 朝南 产权清晰 精装好房 双卫格局,800万,84078元/㎡,幸福里,罗湖-蔡屋围-宝安南路1661号,2室2厅2卫,95.15㎡,南,中层(共49层),2009年建造
万科桂园新出三房小区  性价比桂园中学,499万,54848元/㎡,万科城市花园桂苑,罗湖-笋岗-桂园北路68号,3室2厅2卫,90.98㎡,南北,高层(共7层),2003年建造
珠光   文理总部旁 宝珠花园 高层三房 安静看花园 满五,530万,60787元/㎡,宝珠花园,南山-西丽-珠光路249号,3室2厅1卫,87.19㎡,南北,中层(共17层),2018年建造
正兆景嘉园 装修好 双卫生间 满五   电梯房 停车方便,575万,34887元/㎡,正兆景嘉园,光明-光明-华夏二路,4室2厅2卫,164.82㎡,南北,低层(共16层),2020年建造
急售 还价就卖 可改三房 满五  红本 税费少 看房方便,330万,44595元/㎡,农牧小区,罗湖-布心-金稻田路1041号,2室2厅1卫,74㎡,南北,高层(共8层),1991年建造
香莎公馆 带电梯 房龄新 商品房 近地铁 商业配套成熟,410万,46068元/㎡,香莎公馆,宝安-沙井-沙中路34号,3室2厅2卫,89㎡,南,高层(共32层),2017年建造
端午必卖8XX，万科物业，福外景秀旁，近莲花山公园，双地铁口,955万,83875元/㎡,万科金色家园,福田-景田北-莲花路2018号,3室2厅2卫,113.86㎡,南,中层(共30层),2002年建造
价可谈，南向采光好 商圈成熟  商品房,310万,39744元/㎡,悦峰尚府,罗湖-草埔-新棉路,3室2厅1卫,78㎡,南,高层(共51层),2023年建造
业主急卖！新政不反  笋盘，业主出国诚心卖，花园大品质社区，,599万,61123元/㎡,梅林一村(五至十三区),福田-下梅林-梅林路148号,3室2厅1卫,98㎡,南北,低层(共18层),2000年建造
凤凰城站旁龙光玖龙台，精装修，业主诚心出售！,535万,59938元/㎡,龙光玖龙台,光明-光明-观光路,3室2厅2卫,89.26㎡,南,中层(共36层),2019年建造
金地鹭湖壹号，总价三字头，产权  ，税少，龙华外国语,370万,41936元/㎡,金地塞拉维花园,龙华-观澜-求知东路38-17号,3室2厅2卫,88.23㎡,东南,低层(共16层),2016年建造
   没水分，信义嘉御山南北通透3室超值,550万,65900元/㎡,信义嘉御山,龙岗-坂田-吉华路698号,3室2厅1卫,83.46㎡,南北,低层(共17层),2015年建造
新德新出好房，业主诚心出售,635万,82543元/㎡,新德家园,南山-前海-前海路3001号,3室2厅1卫,76.93㎡,北,高层(共29层),2007年建造
丽湖花园 商品房 临地铁 刚需小三居 中间楼层采光好 朝向好,185万,28907元/㎡,丽湖花园,布吉-丽湖-信河大道1号,3室1厅1卫,64㎡,西南,中层(共9层),1999年建造
交通便捷 正南朝向 高楼层采光充足 电梯房 刚需小三居,735万,78300元/㎡,乐尚林居,南山-南头-中山园路,3室2厅2卫,93.87㎡,南,高层(共30层),2019年建造
近宝安中心，高档小区大三房，装修保养好，近地铁口,570万,62194元/㎡,海云轩,宝安-宝安中心区-宝安大道1168号,3室2厅1卫,91.65㎡,东北,中层(共17层),2005年建造
四字头可卖  购物公园旁嘉洲华苑特殊户型业主诚售,500万,60865元/㎡,嘉洲华苑,福田-新洲-滨河大道9038号,4室2厅1卫,82.15㎡,东南,低层(共27层),2003年建造
金地上塘道  业主急卖业主急卖  3天内必卖房源,560万,64725元/㎡,金地上塘道(二期),龙华-民治-上塘路8号,3室2厅2卫,86.52㎡,南北,高层(共18层),2011年建造
深实验护航，安静采光好税费少，业主诚售，产权  ，价格可谈,600万,67667元/㎡,佳兆业悦峰,龙岗-坂田-布龙路,3室2厅2卫,88.67㎡,南北,高层(共33层),2013年建造
新政不反价   福外本部  笋盘  价格you惊喜！,880万,92808元/㎡,景秀年华家园,福田-景田北-香梅路2040号,3室2厅2卫,94.82㎡,南北,低层(共18层),2002年建造
高楼层采光充足 交通便捷 精装修 商圈成熟 带电梯 近医院,320万,45513元/㎡,龙华新华苑(二期),龙华-龙华-东环二路,2室2厅1卫,70.31㎡,东,高层(共18层),2005年建造
新上5房急卖，给价就可以商量卖，高楼层东南向，看房方便,480万,54134元/㎡,恒大国香山,布吉-沙湾-沙平北路92号,5室2厅2卫,88.67㎡,南,高层(共41层),2015年建造
新洲花园大厦，实用三房，诚心出售！,438万,47651元/㎡,新洲大厦,福田-新洲-滨河大道9001号,3室2厅1卫,91.92㎡,东北,高层(共33层),1996年建造
科技园旁 迁物业，南北通透业主诚出，价格还可以再沟通,588万,68373元/㎡,松坪村菊苑,南山-科技园-松坪山路6号,4室2厅1卫,86㎡,南,高层(共7层),1991年建造
急售！448萬    高层看东湖水库  全新装修  满五,448万,56897元/㎡,深业东岭,罗湖-黄贝岭-深南东路1002号,3室2厅1卫,78.74㎡,南北,高层(共41层),2017年建造
停车位很充足，业主全新装修，价格空间大,540万,74813元/㎡,富通九曜公馆,福田-新洲-新沙路18号,2室2厅1卫,72.18㎡,东北,低层(共64层),2023年建造
上梅林方正三房，14栋泳池大社区，高使用率，仅契税，汇龙花园,535万,60113元/㎡,汇龙花园,福田-上梅林-凯丰路30号,3室2厅1卫,89㎡,南北,高层(共7层),1999年建造
大露台阳台！深圳湾次新，可安排看房，价格私,2400万,144197元/㎡,华润城润府一期,南山-科技园-铜鼓路98号,3室2厅2卫,166.44㎡,南北,中层(共58层),2016年建造
龙华红山绿景公馆1866笋盘，业主置换急出，来电直省100个,650万,73422元/㎡,绿景公馆1866(南区),龙华-民治-民塘路,3室2厅1卫,88.53㎡,南,低层(共29层),2013年建造
跃式三房，3.6米高客厅，地铁站的家，人车分流看花园，桂芳园,318万,34596元/㎡,桂芳园(五六期),"布吉-大芬-中翠路,近深惠公路",3室2厅2卫,91.92㎡,西北,低层(共15层),2005年建造
下梅林地铁口的品质大社区，方厅南向大阳台，诚心出售,688万,70205元/㎡,梅林一村(一至四区),福田-下梅林-梅林路140号,3室2厅1卫,98㎡,南,中层(共18层),1998年建造
一梯两户南北通，位置好，地铁口，公园边，楼下就是广场,620万,65958元/㎡,益田村,福田-益田村-益田路,4室2厅1卫,94㎡,南北,高层(共7层),1996年建造
（真实实景）急卖精装3房，69个出。拎包入住，有花园 带车位,135万,21771元/㎡,中粮云景广场,光明-公明-松白路,3室2厅2卫,62.01㎡,南北,低层(共28层),2017年建造
价格可谈，南北通格局，百米楼间距，装修保养可以，中间楼层,718万,79778元/㎡,深云村,南山-桃源村-深云路28号,3室2厅1卫,90㎡,南北,低层(共34层),2010年建造
业主真心急卖，罗经理多次谈价，满5年  红本就交契税,200万,32259元/㎡,和平广场,罗湖-人民南-和平路3009号,2室2厅1卫,62㎡,南,中层(共34层),2010年建造
水贝  三居室，车位足，业主底价麦  价格可谈,530万,59551元/㎡,京基水贝时代广场,罗湖-水贝-水贝一路,3室2厅1卫,89㎡,南,低层(共55层),2018年建造
新调价50w！景田新房，业主换房急售，随时可看,2048万,121292元/㎡,天健天骄,"福田-景田北-景田西路,近商报路",4室2厅3卫,168.85㎡,西南,中层(共44层),2019年建造
四房哦     临地铁    停车方便     次新小区,540万,63188元/㎡,中熙香缤山,宝安-西乡-凤工路,4室2厅1卫,85.46㎡,南北,高层(共33层),2014年建造
天健花园(福田)北普装4室2厅118.57m,1580万,133255元/㎡,天健花园(福田),福田-景田北-景田北六街2号,4室2厅2卫,118.57㎡,南,低层(共9层),1998年建造
泰华阳光海大三房可做四房，只交契税，诚心出售,698万,72138元/㎡,泰华阳光海,宝安-碧海湾-悦和路6号,3室2厅1卫,96.76㎡,南,低层(共26层),2008年建造
近地铁 购物方便 满五   装修好 南北通透 双卫格局,850万,95764元/㎡,中熙君南山,南山-南油-荔林路8号,3室2厅2卫,88.76㎡,南北,低层(共33层),2017年建造
7XX急出业主定居华侨城整合资产，高楼层南向看花园，看房方便,750万,85228元/㎡,中港城,福田-石厦-福强路3004号,3室2厅1卫,88㎡,南,高层(共29层),2001年建造
业主急卖！60全包！高层大阳台朝南，红本过户，无纠纷无欠款,68万,8396元/㎡,富安花园,光明-光明-华夏路36号,3室2厅2卫,81㎡,南,高层(共28层),2017年建造
文竹园小区正规三房，中间楼层，精装修拎包入住，业主换房诚意出,510万,75000元/㎡,文竹园,南山-蛇口-工业八路171号,3室1厅1卫,68㎡,南,低层(共7层),1990年建造
业主成本价出售，资金周转，非常诚心出售,618万,63062元/㎡,梅林一村(五至十三区),福田-下梅林-梅林路148号,3室2厅1卫,98㎡,南北,低层(共18层),2000年建造
债务暴雷急卖，处理资产清债务，随时看房！！,920万,80809元/㎡,金泓凯旋城,宝安-宝安中心区-新安一路20号,3室2厅2卫,113.85㎡,南北,高层(共32层),2006年建造
